reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.025,1.3
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.1,2.2
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.25,2.8
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.5,3.5
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.75,4.3
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.9,5
2026-02-07,2026-02-07,0,bc,pct wk covid lab det,quantile,0.975,5.8
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.025,0.9
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.1,1.8
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.25,2.5
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.5,3.2
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.75,3.8
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.9,4.5
2026-02-07,2026-02-14,1,bc,pct wk covid lab det,quantile,0.975,5.2
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.025,1.4
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.1,2.1
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.25,2.5
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.5,3.2
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.75,3.9
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.9,4.6
2026-02-07,2026-02-21,2,bc,pct wk covid lab det,quantile,0.975,5.5
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.025,1.1
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.1,2.1
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.25,2.7
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.5,3.6
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.75,4.2
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.9,5.1
2026-02-07,2026-02-28,3,bc,pct wk covid lab det,quantile,0.975,6.1
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.025,3.2
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.1,3.9
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.25,4.5
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.5,5.2
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.75,5.7
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.9,6.3
2026-02-07,2026-01-31,-1,ca,pct wk covid lab det,quantile,0.975,6.8
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.025,3.8
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.1,4.3
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.25,4.8
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.5,5.4
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.75,5.9
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.9,6.5
2026-02-07,2026-02-07,0,ca,pct wk covid lab det,quantile,0.975,7.3
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.025,3.5
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.1,4.3
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.25,4.8
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.5,5.5
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.75,6.2
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.9,6.7
2026-02-07,2026-02-14,1,ca,pct wk covid lab det,quantile,0.975,7.5
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.025,3.2
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.1,3.8
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.25,4.4
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.5,5.1
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.75,5.8
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.9,6.6
2026-02-07,2026-02-21,2,ca,pct wk covid lab det,quantile,0.975,7.4
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.025,2.7
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.1,3.5
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.25,4.2
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.5,5
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.75,5.8
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.9,6.5
2026-02-07,2026-02-28,3,ca,pct wk covid lab det,quantile,0.975,7.5
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.025,2.5
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.1,3.8
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.25,5.1
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.5,6.7
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.75,8.4
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.9,9.6
2026-02-07,2026-01-31,-1,mb,pct wk covid lab det,quantile,0.975,11.3
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.025,2.2
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.1,4
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.25,5.5
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.5,7
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.75,8.7
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.9,10.3
2026-02-07,2026-02-07,0,mb,pct wk covid lab det,quantile,0.975,12.4
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.025,2.3
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.1,3.9
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.25,5
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.5,6.6
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.75,7.8
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.9,9.3
2026-02-07,2026-02-14,1,mb,pct wk covid lab det,quantile,0.975,10.9
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.025,1.6
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.1,3.2
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.25,4.4
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.5,5.6
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.75,7.1
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.9,8.5
2026-02-07,2026-02-21,2,mb,pct wk covid lab det,quantile,0.975,10.1
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.025,2
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.1,3
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.25,4
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.5,5.2
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.75,6.7
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.9,7.9
2026-02-07,2026-02-28,3,mb,pct wk covid lab det,quantile,0.975,9
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.025,5.9
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.1,6.8
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.25,7.5
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.5,8.5
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.75,9.4
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.9,10.3
2026-02-07,2026-01-31,-1,nb,pct wk covid lab det,quantile,0.975,11.1
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.025,5.1
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.1,6.1
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.25,6.8
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.5,7.6
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.75,8.4
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.9,9.1
2026-02-07,2026-02-07,0,nb,pct wk covid lab det,quantile,0.975,9.9
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.025,4.6
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.1,5.7
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.25,6.5
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.5,7.4
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.75,8.3
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.9,9
2026-02-07,2026-02-14,1,nb,pct wk covid lab det,quantile,0.975,9.8
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.025,4.8
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.1,5.7
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.25,6.7
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.5,7.7
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.75,8.8
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.9,9.8
2026-02-07,2026-02-21,2,nb,pct wk covid lab det,quantile,0.975,10.9
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.025,3.8
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.1,5
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.25,6
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.5,7.1
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.75,8.1
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.9,9.1
2026-02-07,2026-02-28,3,nb,pct wk covid lab det,quantile,0.975,10.3
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.1,0
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.25,0.7
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.5,2.7
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.75,4.5
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.9,6.3
2026-02-07,2026-01-31,-1,nl,pct wk covid lab det,quantile,0.975,8.7
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.1,0.4
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.25,1.5
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.5,2.9
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.75,4.2
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.9,5.3
2026-02-07,2026-02-07,0,nl,pct wk covid lab det,quantile,0.975,6.9
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.1,0.5
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.25,1.4
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.5,2.3
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.75,3.2
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.9,4.2
2026-02-07,2026-02-14,1,nl,pct wk covid lab det,quantile,0.975,5.3
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.1,0.1
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.25,0.9
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.5,1.9
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.75,2.8
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.9,3.6
2026-02-07,2026-02-21,2,nl,pct wk covid lab det,quantile,0.975,4.7
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.1,0.2
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.25,0.9
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.5,1.8
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.75,2.7
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.9,3.6
2026-02-07,2026-02-28,3,nl,pct wk covid lab det,quantile,0.975,4.8
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.025,2.7
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.1,4.5
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.25,5.7
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.5,7.4
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.75,9.1
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.9,10.4
2026-02-07,2026-01-31,-1,ns,pct wk covid lab det,quantile,0.975,12.1
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.025,3.7
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.1,5.3
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.25,6.7
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.5,8.1
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.75,9.6
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.9,11.2
2026-02-07,2026-02-07,0,ns,pct wk covid lab det,quantile,0.975,12.6
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.025,3.7
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.1,5.1
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.25,6.4
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.5,7.9
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.75,9.3
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.9,10.7
2026-02-07,2026-02-14,1,ns,pct wk covid lab det,quantile,0.975,12.3
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.025,4
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.1,5.6
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.25,7.2
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.5,8.9
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.75,11
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.9,12.7
2026-02-07,2026-02-21,2,ns,pct wk covid lab det,quantile,0.975,15
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.025,3.5
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.1,5.2
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.25,6.6
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.5,8.5
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.75,10.6
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.9,12.3
2026-02-07,2026-02-28,3,ns,pct wk covid lab det,quantile,0.975,14.7
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.1,0
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.25,0
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.5,3.1
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.75,7
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.9,10.7
2026-02-07,2026-01-31,-1,nt,pct wk covid lab det,quantile,0.975,15.6
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.1,0
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.25,1.5
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.5,3
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.75,4.3
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.9,6
2026-02-07,2026-02-07,0,nt,pct wk covid lab det,quantile,0.975,8.1
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.1,0.6
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.25,2
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.5,3.5
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.75,5
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.9,6.5
2026-02-07,2026-02-14,1,nt,pct wk covid lab det,quantile,0.975,8.5
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.1,0.2
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.25,1.8
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.5,3.3
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.75,4.9
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.9,6.5
2026-02-07,2026-02-21,2,nt,pct wk covid lab det,quantile,0.975,8.5
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.025,0
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.1,0
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.25,1.5
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.5,3.2
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.75,4.9
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.9,6.9
2026-02-07,2026-02-28,3,nt,pct wk covid lab det,quantile,0.975,9.5
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.025,3
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.1,4
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.25,5
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.5,5.9
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.75,6.9
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.9,7.8
2026-02-07,2026-01-31,-1,on,pct wk covid lab det,quantile,0.975,8.5
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.025,3.2
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.1,4
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.25,4.7
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.5,5.4
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.75,6.2
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.9,6.8
2026-02-07,2026-02-07,0,on,pct wk covid lab det,quantile,0.975,7.5
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.025,2.9
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.1,3.6
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.25,4.3
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.5,5
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.75,5.6
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.9,6.5
2026-02-07,2026-02-14,1,on,pct wk covid lab det,quantile,0.975,7.3
2026-02-07,2026-02-21,2,on,pct wk covid lab det,quantile,0.025,2.4
2026-02-07,2026-02-21,2,on,pct wk covid lab det,quantile,0.1,3.1
2026-02-07,2026-02-21,2,on,pct wk covid lab det,quantile,0.25,3.8
